id,name,time,utc_offset,group_id,venue_id,status
"5597269","The London Web Design April Meetup",1176400800000,3600000,163876,216428,"past"
"5689833","The PHP London May 2007 meeting",1178215200000,3600000,218194,144119,"past"
"5663808","The London Web Design May Meetup",1180029600000,3600000,163876,216428,"past"
"5738421","PHP London June Meetup",1181241000000,3600000,218194,,"past"
"5865755","PHP London July Meetup",1183660200000,3600000,218194,,"past"
"5979217","PHP London August Meetup",1186079400000,3600000,218194,332342,"past"
"6116027","PHP London September Meetup",1189103400000,3600000,218194,362539,"past"
"5814619","The London Web Design September Meetup",1189706400000,3600000,163876,216428,"past"
"6309964","PHP London October 2007 meetup",1191520800000,3600000,218194,379978,"past"
"6353062","The London Web Design October Meetup",1192125600000,3600000,163876,216428,"past"
"6488351","PHP London November 2007 meeting",1193945400000,0,218194,409450,"past"
"6531556","The London Web Design November Meetup",1194548400000,0,163876,216428,"past"
"6657917","PHP London December Meetup",1196969400000,0,218194,,"past"
"6868851","PHP London January Meetup",1199386800000,0,218194,,"past"
"7023139","PHP London February Meetup",1202412600000,0,218194,,"past"
"6703868","The London Web Design February Meetup",1203534000000,0,163876,216428,"past"
"7361468","Java User Group Meetup",1204569000000,0,841735,517314,"past"
"7285570","PHP London March Meeting",1204831800000,0,218194,,"past"
"7372459","The London Web Design March Meeting",1205434800000,0,163876,117583,"past"
"7479028","PHP London April Meeting",1207247400000,3600000,218194,,"past"
"7526995","The London Web Design April Meeting",1207850400000,3600000,163876,117583,"past"
"7477847","SEAM and JavaServerFaces",1208367000000,3600000,841735,535419,"past"
"7667100","PHP London May Meeting",1209666600000,3600000,218194,,"past"
"7714836","The London Web Design May Meeting",1210269600000,3600000,163876,117583,"past"
"7762670","The London Cloud Computing May Meeting",1210788000000,3600000,1114381,606989,"past"
"7875831","Impala Framework Talk by Phil Zoio",1211304600000,3600000,841735,599764,"past"
"7945764","Mocking with Java Night",1211994000000,3600000,841735,611352,"past"
"8033872","Beers, Burgers and Java",1212516000000,3600000,841735,625278,"past"
"7852031","PHP London June Meeting",1212690600000,3600000,218194,,"past"
"7938395","The London Cloud Computing June Meeting",1213207200000,3600000,1114381,,"past"
"7900294","The London Web Design June Meeting",1213293600000,3600000,163876,117583,"past"
"8104617","JAVAWUG BOF 38 Concurrency and Performance",1214242200000,3600000,841735,599764,"past"
"8086922","PHP London July Meeting",1215109800000,3600000,218194,,"past"
"8124186","The London Cloud Computing July Meetup",1215626400000,3600000,1114381,,"past"
"8131425","The London Web Design July Meetup",1215712800000,3600000,163876,117583,"past"
"8146764","Sexier Software with Java and Flex",1215797400000,3600000,841735,683253,"past"
"8336868","Java and Beer Social Meetup - Java WUG Nites",1216315800000,3600000,841735,710657,"past"
"8357284","Scala LUG: Introducing Scala",1216663200000,3600000,841735,713623,"past"
"8328730","JAVAWUG BOF 39 JavaFXtm: A RIA Solution To Reinvogorate Your Desktop ",1217350800000,3600000,841735,517314,"past"
"8272078","PHP London August Meetup",1218133800000,3600000,218194,,"past"
"8315560","The London Web Design August Meetup",1218736800000,3600000,163876,117583,"past"
"8381433","London Geek Night: Buzzword Bingo ",1219078800000,3600000,841735,611352,"past"
"8529196","Flex Camp London - August 28",1219928400000,3600000,841735,690383,"past"
"8498493","PHP London September Meetup",1220553000000,3600000,218194,,"past"
"8490885","The London Cloud Computing September Meetup",1221069600000,3600000,1114381,,"past"
"8577084","London Geek Nights: A Cloudy Night",1221154200000,3600000,841735,611352,"past"
"8545065","The London Web Design September Meetup",1221156000000,3600000,163876,117583,"past"
"8646860","JAVAWUG BOF 40 JQuantLib ",1221672600000,3600000,841735,517314,"past"
"8689280","PHP London October Meetup",1222972200000,3600000,218194,,"past"
"8730923","The London Cloud Computing October Meetup",1223488800000,3600000,1114381,,"past"
"8879609","JWUG BOF41 Web Applications and RESTful Services",1224523800000,3600000,841735,517314,"past"
"8766962","1 Day Agile Edge Conference ",1225180800000,0,841735,764371,"past"
"8921257","OSGi for the Web Developer followed by free drinks for the developers",1225217700000,0,841735,517314,"past"
"9009155","Developers and Startups Match Making",1225306800000,0,841735,780879,"past"
"8882701","PHP London November Meetup",1225999800000,0,218194,,"past"
"8738471","The London Web Design October Meetup",1226257200000,0,163876,117583,"past"
"8924016","The London Cloud Computing November Meetup",1226516400000,0,1114381,,"past"
"9061538","JAVAWUG BOF 42 Java Server Faces 2.0",1226946600000,0,841735,517314,"past"
"8665166","Cloud Computing with Amazon EC2 and Google App Engine",1227553200000,0,841735,713623,"past"
"9256194","JAVAWUG : JAVAWUG BOF 43 OPEN MIKE JAM ",1228242600000,0,841735,517314,"past"
"9108463","PHP London December Meetup",1228419000000,0,218194,,"past"
"9149277","The London Cloud Computing December Meetup",1228935600000,0,1114381,,"past"
"9126795","The London Web Design December Meetup",1229022000000,0,163876,117583,"past"
"9322736","The London Web Design January Meetup",1231441200000,0,163876,117583,"past"
"9281585","PHP London January Meetup",1231443000000,0,218194,,"past"
"9315916","The London Cloud Computing January Meetup",1231959600000,0,1114381,,"past"
"9200146","London Geek Nights: ClueSwap",1232478000000,0,841735,713623,"past"
"9211441","The Build Process",1232562600000,0,841735,517314,"past"
"9579029","JAVAWUG BOF 44: QCon Special Building Twitter with Grails in 40 Minutes",1233167400000,0,841735,517314,"past"
"9478863","PHP London February Meetup",1233862200000,0,218194,,"past"
"9523597","The London Cloud Computing February Meetup",1234378800000,0,1114381,,"past"
"9686284","Build practices",1234981800000,0,841735,870171,"past"
"9818656","PHP UK Conference pre-conference social",1235674800000,0,218194,887281,"past"
"9681523","PHP London March Meetup",1236279600000,0,218194,,"past"
"9705043","Creating a language on the JVM",1236711600000,0,841735,611352,"past"
"9722317","The London Cloud Computing March Meetup",1236798000000,0,1114381,,"past"
"9672764","Clojure for Java Developers",1236882600000,0,841735,870171,"past"
"9774977","The London Web Design March Meetup",1236884400000,0,163876,117583,"past"
"9888900","JAVAWUG BOF 46 :: Fan: Next Generation Java? :: Stephen Colebourne ::",1237228200000,0,841735,599764,"past"
"9585310","Software without (so many) tears.",1238092200000,0,841735,870171,"past"
"9889758","PHP London April Meetup",1238697000000,3600000,218194,,"past"
"10078823","When Spring Projects met Grails - A Spring User Group presentation",1239042600000,3600000,841735,870171,"past"
"9933298","The London Cloud Computing April Meetup",1239213600000,3600000,1114381,,"past"
"9941508","The London Web Design April Meetup",1239300000000,3600000,163876,117583,"past"
"9929977","Groovy for Java Developers by Russel Winder",1239730200000,3600000,841735,870171,"past"
"10198586","Lego XP Game",1240939800000,3600000,841735,,"past"
"10100072","PHP London May Meetup",1241721000000,3600000,218194,,"past"
"10249751","Java in the Google Cloud",1242063000000,3600000,841735,517314,"past"
"10145459","The London Cloud Computing May Meetup",1242237600000,3600000,1114381,,"past"
"10275076","An Introduction to Ioke",1242322200000,3600000,841735,517314,"past"
"10367710","How to run a successful Open Source project",1243359000000,3600000,841735,517314,"past"
"10153272","The London Web Design May Meetup",1243447200000,3600000,163876,76192,"past"
"10362587","PHP London June Meetup",1244138400000,3600000,218194,,"past"
"10404909","The London Cloud Computing June Meetup",1244656800000,3600000,1114381,,"past"
"10564526","How to run a Successful Open Source project – part 2: Licensing",1244741400000,3600000,841735,870171,"past"
"10690977","Java on the Google Cloud (Rerun)",1246296600000,3600000,841735,517314,"past"
"10506018","The London Web Design June Meetup",1246557600000,3600000,163876,76192,"past"
"10535207","What is coming in Scala 2.8.0",1246557600000,3600000,841735,713623,"past"
"10577016","PHP London July Meetup",1246559400000,3600000,218194,,"past"
"10622800","The London Cloud Computing July Meetup",1247076000000,3600000,1114381,,"past"
"10705649","Clojure Dojo",1248112800000,3600000,841735,611352,"past"
"10786944","Android for Java Developers",1248372000000,3600000,841735,1001702,"past"
"10790614","PHP London August 2009 meeting",1249581600000,3600000,218194,,"past"
"10831847","The London Cloud Computing August Meetup",1250100000000,3600000,1114381,,"past"
"10790412","The London Web Design August Meetup",1250186400000,3600000,163876,76192,"past"
"11155460","Creating Spring MVC Applications with Jan Machacek",1251999000000,3600000,841735,870171,"past"
"11052166","PHP London September Meetup",1252002600000,3600000,218194,,"past"
"11096736","The London Cloud Computing September Meetup",1252519200000,3600000,1114381,,"past"
"11316231","40Fires September Meetup",1253725200000,3600000,1520036,1059205,"past"
"11348148","London Drupal Pub Meet-  September Meetup",1254160800000,3600000,1521989,683594,"past"
"11281907","PHP London October Meetup",1254420000000,3600000,218194,,"past"
"11587369","Javathon - Come in, sit down, code - Read for more details",1255435200000,3600000,841735,1088885,"past"
"11330234","The London Cloud Computing October Meetup",1255543200000,3600000,1114381,,"past"
"11439650","Creating Spring MVC Applications with Jan Machacek REPEAT",1256060700000,3600000,841735,1073057,"past"
"11528205","Drupal, Beer and Chat",1256583600000,0,1521989,683594,"past"
"11521560","PHP London November Meetup",1257449400000,0,218194,,"past"
"11256642","First Meetup",1257964200000,0,1508003,751305,"past"
"11627006","The London Cloud Computing November Meetup",1257966000000,0,1114381,,"past"
"11462921","London Clojure Dojo: Travelling Salesman (via Genetic Algorithms)",1258052400000,0,841735,713623,"past"
"11757046","Web Rescue 9.11 - The London Web Meetup - November 09",1258659000000,0,163876,815343,"past"
"11677002","Our very first Java Unconference",1259402400000,0,841735,1432252,"past"
"11780486","Drupal, Beer and Chat for November",1259607600000,0,1521989,683594,"past"
"11805428","PHP London December Meetup",1259868600000,0,218194,,"past"
"11965257","RubyMine/JetBrains Q&A",1259953200000,0,841735,611352,"past"
"12011191","PHP London January Meetup",1262892600000,0,218194,,"past"
"11959039","London Developers: takin' it to the pub!",1263925800000,0,841735,849277,"past"
"12226801","Drupal, Beer and Chat for January 2010",1264446000000,0,1521989,683594,"past"
"12084241","January Clojure Dojo",1264532400000,0,841735,713623,"past"
"12174930","The London Cloud Computing January Meetup",1264533300000,0,1114381,,"past"
"12197160","The First London Web Meetup of the Second Internet Decade",1264707000000,0,163876,815343,"past"
"12253712","PHP London February Meetup",1265311800000,0,218194,,"past"
"11801621","RIAs with Java, Spring, Hibernate, BlazeDS, and Flex - by Adobe's James Ward",1265827500000,0,841735,1112237,"past"
"12419665","London Developers takin' it to the pub - with free food!",1266345000000,0,841735,849277,"past"
"12457720","LONDON WEB - Accessibility in the Days of jQuery, Flash and AJAX - Arrgggg!",1266521400000,0,163876,815343,"past"
"12519321","Drupal beer and chat for February",1266865200000,0,1521989,683594,"past"
"12084279","February Clojure Dojo",1266951600000,0,841735,713623,"past"
"12430886","The London Cloud Computing February Meetup",1266952500000,0,1114381,,"past"
"12668264","PHP London special PHP UK Conference 2010 meeting",1267120800000,0,218194,852285,"past"
"12695320","An Evening of JSF",1267641000000,0,841735,1040306,"past"
"12520461","PHP London March Meetup",1267731000000,0,218194,,"past"
"12671950","London Developers – Takin’ It To The Pub",1268764200000,0,841735,849277,"past"
"kmtfnynfbxb","SXSW After Party - London Web !!",1268940600000,0,163876,815343,"past"
"12792369","Drupal, beer, chat and something special for March",1269885600000,3600000,1521989,,"past"
"12574276","March Clojure Dojo",1269972000000,3600000,841735,713623,"past"
"cdldnynfbpc","The London Cloud Computing March Meetup",1270059300000,3600000,1114381,,"past"
"fsddnyngbcb","PHP London April 2010 meeting",1270144800000,3600000,218194,,"past"
"12826294","Online Monthly Prize Draw: Packt Publishing ",1270224000000,3600000,841735,1212407,"past"
"kmtfnyngbtb","LONDON WEB - Mobile, SEO & the Business Aspects of Web Companies",1271356200000,3600000,163876,1227635,"past"
"12969435","Working with Neo4J",1271700000000,3600000,841735,713623,"past"
"tlkgnyngbbc","London Developers: Takin it to the pub / Community Connections",1271784600000,3600000,841735,849277,"past"
"12426628","Introducing Selenium 2",1271784600000,3600000,1508003,1191094,"past"
"12808555","An Introduction to FluidDB",1271959200000,3600000,841735,713623,"past"
"13056976","Enterprise OSGi ",1272303000000,3600000,841735,1040306,"past"
"13100765","Drupal beer and chat for April",1272304800000,3600000,1521989,,"past"
"12945357","April London Clojure Dojo",1272391200000,3600000,841735,1244904,"past"
"cdldnyngbkc","The London Cloud Computing Meetup Monthly Meetup",1272564900000,3600000,1114381,,"past"
"13112585","Online Monthly Prize Draw: Packt Publishing",1272625200000,3600000,841735,1212407,"past"
"fsddnynhbjb","PHP London Monthly Meetup",1273168800000,3600000,218194,,"past"
"13390818","London Ajax User Group Meetup: Ajax & the Open Web 2010, Programming to Patterns",1273599000000,3600000,1640936,,"past"
"tlkgnynhbxb","London Developers: Takin it to the pub - (Free food + happy hour all night)",1274203800000,3600000,841735,849277,"past"
"kjphnynhbbc","LONDON WEB - Top 10 UX Gotchas, Conference learnings & Traffic kickstarts",1274380200000,3600000,163876,1227635,"past"
"13436761","Learning Drupal Meetup",1274720400000,3600000,1643223,683594,"past"
"13412715","Beer and Chat for May",1274724000000,3600000,1521989,683594,"past"
"12945421","May London Clojure Dojo",1274810400000,3600000,841735,713623,"past"
"13470971","Join us for the first London Redis Meetup on 26 May 2010",1274895000000,3600000,1622934,,"past"
"cdldnynhbhc","The London Cloud Computing Meetup Monthly Meetup",1274981400000,3600000,1114381,,"past"
"13405836","Online Monthly Prize Draw: Packt Publishing",1275303600000,3600000,841735,1212407,"past"
"13405655","The enigma of Java: the Java Memory Model",1275499800000,3600000,841735,1040306,"past"
"13442080","Marlon G MEFs up MVVM",1275499800000,3600000,1637799,,"past"
"fsddnynjbfb","PHP London Monthly Meetup",1275588000000,3600000,218194,,"past"
"13577280","London Ajax User Group Meetup: Mobile Web, PhoneGap, and more",1276016400000,3600000,1640936,1040306,"past"
"13533397","Take your webapp offline with Android",1276020000000,3600000,841735,713623,"past"
"13682488","London Developers: Takin it to the pub ***PLEASE NOTE DIFFERENT ADDRESS*** ",1276623000000,3600000,841735,1057276,"past"
"jgwqnynjbtb","App Engine Meetup",1276624800000,3600000,1647231,,"past"
"kjphnynjbwb","LONDON WEB - The Future of Typography, Pitching your Ideas & Beyond the Browser",1276799400000,3600000,163876,1227635,"past"
"13404590","London Java Community Unconference In Association With Apache",1277541000000,3600000,841735,870171,"past"
"13761691","Drupal beer and chat for June 2010",1277748000000,3600000,1521989,683594,"past"
"cdldnynjbmc","The London Cloud Computing Meetup Monthly Meetup",1277832600000,3600000,1114381,,"past"
"12945424","June London Clojure Dojo",1277834400000,3600000,841735,713623,"past"
"13738875","Online Monthly Prize Draw: Packt Publishing ",1277895600000,3600000,841735,1212407,"past"
"fsddnynkbcb","PHP London July 2010 meeting",1278007200000,3600000,218194,,"past"
"13846806","Drupal - Problem Solving and Membership Sites",1278349200000,3600000,1643223,1302327,"past"
"13867825","Being functional AND productive - a quick introduction to F#",1278523800000,3600000,1637799,1268734,"past"
"13939088","State of Devops and Java Webapp Deployment",1278612000000,3600000,841735,713623,"past"
"13682478","London Ajax User Group Meetup: Comet Panel",1279040400000,3600000,1640936,1040306,"past"
"kjphnynkbtb","LONDON WEB - Undercover User Experience & Facebook for Business",1279218600000,3600000,163876,1227635,"past"
"tlkgnynkbbc","London Developers: Takin it to the pub - (Free food + happy hour all night)",1279647000000,3600000,841735,849277,"past"
"jgwqnynkbbc","App Engine Meetup",1279648800000,3600000,1647231,,"past"
"14038880","Drupal Beer and Chat for July 2010",1280167200000,3600000,1521989,683594,"past"
"14003894","LJC Lightening Talks ",1280251800000,3600000,841735,1040306,"past"
"13923495","July London Clojure Dojo",1280253600000,3600000,841735,713623,"past"
"cdldnynkbkc","The London Cloud Computing Meetup Monthly Meetup",1280254500000,3600000,1114381,,"past"
"14026904","Online Monthly Prize Draw: Packt Publishing ",1280574000000,3600000,841735,1212407,"past"
"fsddnynlbhb","PHP London August 2010 meeting",1281031200000,3600000,218194,,"past"
"14087060","London Ajax User Group Meetup: Server-Side JavaScript",1281459600000,3600000,1640936,1040306,"past"
"14279823","Drupal Focus On Publishers",1281700800000,3600000,1684030,1337040,"past"
"vpwbpynlbwb","London Developers: Takin it to the pub - (Free food + happy hour all night)",1282066200000,3600000,841735,849277,"past"
"jgwqnynlbwb","App Engine Meetup",1282068000000,3600000,1647231,,"past"
"14240533","Using Microsoft HPC to parallelise Excel",1282152600000,3600000,1637799,1268734,"past"
"kjphnynlbzb","LONDON WEB - ""Browsers with Wings: HTML5 APIs"" and ""Yahoo Experiences""",1282242600000,3600000,163876,1227635,"past"
"14435677","Online Monthly Prize Draw: Packt Publishing ",1283252400000,3600000,841735,1212407,"past"
"14238666","Learning Drupal Meetup Social",1283274000000,3600000,1643223,683594,"past"
"14340151","Drupal, beer and chat for August 2010",1283277600000,3600000,1521989,683594,"past"
"kxdgpynlbpc","London Clojure Dojos",1283277600000,3600000,841735,713623,"past"
"14363963","Expression Blend for WPF & Silverlight developers",1283362200000,3600000,1637799,1268734,"past"
"fsddnynmbdb","PHP London September 2010 meeting",1283450400000,3600000,218194,,"past"
"14449570","London Ajax User Group Meetup: Server-Side JavaScript Part 2",1284483600000,3600000,1640936,1040306,"past"
"14646551","Drupal Drop In - London, September 2010 ",1284483600000,3600000,1684030,1365728,"past"
"kjphnynmbvb","LONDON WEB - Thames Cruise with the makers of Firefox & Andy Hume from ClearLeft",1284660000000,3600000,163876,953145,"past"
"14449749","London Ajax User Group Happening: JavaScript MiniConf",1284796800000,3600000,1640936,,"past"
"14755715","Java2Days 2010 Promotion - 10 Passes Available!",1285066800000,3600000,841735,1374221,"past"
"vpwbpynmbcc","Takin it to the pub - Clojure vs. Scala",1285090200000,3600000,841735,849277,"past"
"jgwqnynmbcc","App Engine Meetup",1285092000000,3600000,1647231,,"past"
"14712206","Lullabots in London at the Learning Drupal Meetup",1285261200000,3600000,1643223,1370795,"past"
"14751168","Drupal Beet and Chat for September 27th",1285610400000,3600000,1521989,683594,"past"
"cdldnynmblc","The London Cloud Computing Meetup Monthly Meetup",1285695000000,3600000,1114381,1119349,"past"
"kxdgpynmblc","London Clojure Dojos",1285696800000,3600000,841735,713623,"past"
"14791679","Free LJC & JAX London Community Night - Hammersmith",1285698600000,3600000,841735,1377229,"past"
"14855660","JAVA EE 6 & GLASSFISH 3",1285781400000,3600000,841735,1040306,"past"
"14674115","Online Monthly Prize Draw: Packt Publishing ",1285844400000,3600000,841735,1212407,"past"
"14732935","Package Management in .NET with Sebastien Lambla & OpenWrap",1286386200000,3600000,1637799,1268734,"past"
"fsddnynnbkb","PHP London October 2010 meeting",1286474400000,3600000,218194,,"past"
"14856751","London Ajax User Group Meetup: Native Vector Graphics",1286902800000,3600000,1640936,1040306,"past"
"15008522","Drupal Drop In: Pub (October 2010) ",1287000000000,3600000,1684030,1110586,"past"
"14670547","Redcar Talk",1287079200000,3600000,841735,713623,"past"
"vpmkpynnbzb","Takin it to the pub - ""Trying to become more agile, what's next?""",1287509400000,3600000,841735,849277,"past"
"jgwqnynnbzb","App Engine Meetup",1287511200000,3600000,1647231,,"past"
"kjphnynnbcc","Making Public Data Public with data.gov.uk and Using Mapping APIs with PHP",1287685800000,3600000,163876,1404354,"past"
"15045791","Drupal, Beer and Chat for October 2010",1288029600000,3600000,1521989,683594,"past"
"qkpmpynnbjc","London Clojure Dojos",1288116000000,3600000,841735,713623,"past"
"cdldnynnbjc","The London Cloud Computing Meetup Monthly Meetup",1288116900000,3600000,1114381,,"past"
"15044083","London Redis Octoberfest",1288202400000,3600000,1622934,,"past"
"15070554","Online Monthly Prize Draw: Packt Publishing",1288526400000,0,841735,1212407,"past"
"14622287","CLOUD COMPUTING WITH SCALA AND GRIDGAIN ",1288809000000,0,841735,1040306,"past"
"14712022","Advanced Test Automation with Firefox",1288810800000,0,1508003,1191094,"past"
"fsddnynpbgb","PHP London November 2010 meeting",1288897200000,0,218194,,"past"
"15161588","All About Views - November Learning Drupal Meetup",1289241000000,0,1643223,683594,"past"
"15071331","London Ajax User Group Meetup: Performance",1289325600000,0,1640936,1040306,"past"
"15336521","Drupal Drop In: Pub (November 2010) ",1289336400000,0,1684030,1110586,"past"
"15137358","LJC Code Retreat",1289638800000,0,841735,681899,"past"
"kjrnpynpbvb","Takin it to the pub night - ""Future Of Java""",1289932200000,0,841735,849277,"past"
"jgwqnynpbvb","App Engine Meetup",1289934000000,0,1647231,,"past"
"kjphnynpbxb","Protecting your Website from Attacks and PPC with Analytics Explained",1290108600000,0,163876,1404354,"past"
"15005703","LJC Open Conference",1290850200000,0,841735,1432252,"past"
"15389558","Last London Drupal Beer & Chat of 2010",1291057200000,0,1521989,683594,"past"
"15451131","Monthly Prize Draw: FREE JRebel license",1291118400000,0,841735,1429460,"past"
"15450704","Online Monthly Prize Draw: Packt Publishing ",1291118400000,0,841735,1212407,"past"
"qkpmpynpbnc","London Clojure Dojos",1291143600000,0,841735,713623,"past"
"cdldnynpbnc","The London Cloud Computing Meetup Monthly Meetup",1291144500000,0,1114381,,"past"
"15301294","Software that matters! An Introduction to BDD with Liz Keogh",1291228200000,0,1637799,1268734,"past"
"fsddnynqbdb","PHP London December 2010 meeting",1291316400000,0,218194,,"past"
"15406377","Pre-Christmas Learning Drupal Meetup",1291831200000,0,1643223,1014510,"past"
"15335679","London Ajax User Group Meetup: Widgets",1292349600000,0,1640936,1040306,"past"
"15656731","Drupal Drop In: Pub (December 2010)",1292360400000,0,1684030,1110586,"past"
"15585857","GGUG/SkillsMatter event: In The Brain Of Dierk Koenig: Groovy For The Pro's",1292437800000,0,841735,1040306,"past"
"jgwqnynqbcc","App Engine Meetup",1292958000000,0,1647231,,"past"
"15654478","Monthly Prize Draw: FREE JRebel license ",1293796800000,0,841735,1429460,"past"
"15696105","Online Monthly Prize Draw: Packt Publishing ",1293796800000,0,841735,1212407,"past"
"fsddnypcbjb","PHP London January 2011 meeting",1294340400000,0,218194,,"past"
"15847213","Drupal 7 Release Pub Meetup",1294434000000,0,1684030,1261589,"past"
"15686708","London Ajax User Group Meetup: Testing",1294768800000,0,1640936,1040306,"past"
"15800196","January 2011 - Welcome drupal 7 and the New Year",1295287200000,0,1643223,1014510,"past"
"15926332","The London Developer Sessions - What 2011 holds for the LJC",1295375400000,0,841735,1461646,"past"
"jgwqnypcbxb","App Engine Meetup",1295377200000,0,1647231,,"past"
"kjphnypcbbc","LONDON WEB - With Bruce Lawson from Opera & Dave Gardner on Cassandra",1295551800000,0,163876,1404354,"past"
"qkpmpypcbhc","London Clojure Dojos",1295982000000,0,841735,713623,"past"
"15941289","Monthly Prize Draw: FREE JRebel license ",1296475200000,0,841735,1429460,"past"
"16021414","Online Monthly Prize Draw: Packt Publishing ",1296475200000,0,841735,1212407,"past"
"15990739","Welcome to 2011: Drupal 7 beer and chat for January",1296500400000,0,1521989,683594,"past"
"15946232","Modern Java Concurrency",1296669600000,0,841735,1463178,"past"
"15949204","Introducing Windows Phone 7 Development with Matt Lacey (of http://wpug.net)",1296671400000,0,1637799,1268734,"past"
"fsddnypdbfb","PHP London February 2011 meeting",1296759600000,0,218194,,"past"
"16023271","London Ajax User Group Meetup: HTML5 Gaps",1297188000000,0,1640936,1040306,"past"
"16117798","Drupal Drop In February Pub Meetup",1297200600000,0,1684030,1261589,"past"
"pwndqypdbtb","The London Developer Sessions - Diversity - The Good, The Bad & The Ugly",1297794600000,0,841735,1461646,"past"
"16475063","The art of deployment - February Learning Drupal Meetup",1297965600000,0,1643223,1014510,"past"
"kjphnypdbwb","LONDON WEB - With Christian Heilmann from Mozilla (formerly Yahoo)",1297971000000,0,163876,1404354,"past"
"16527852","GGUG/SkillsMatter event: Groovy & Grails: what's all the fuss?",1298313000000,0,841735,1040306,"past"
"qkpmpypdbdc","London Clojure Dojos",1298401200000,0,841735,713623,"past"
"cdldnypdbdc","The London Cloud Computing Meetup Monthly Meetup",1298402100000,0,1114381,,"past"
"16510620","Let's have a proper start for this group",1298487600000,0,1647231,805913,"past"
"16425764","Monthly Prize Draw: FREE JRebel license",1298894400000,0,841735,1429460,"past"
"16425585","Online Monthly Prize Draw: Packt Publishing",1298894400000,0,841735,1212407,"past"
"16585261","Drupal Beer and Chat for February",1298919600000,0,1521989,683594,"past"
"16692762","How to decrease risk when designing integrated systems with Sarah Taraporewalla",1299090600000,0,1637799,,"past"
"fsmfqypfbfb","PHP London meeting",1299178800000,0,218194,,"past"
"16495161","London Ajax User Group Meetup: Embedded Platforms",1299607200000,0,1640936,1040306,"past"
"16488504","First meetup",1299697200000,0,1775736,733330,"past"
"16855989","48 hr Free MongoDB Conference Pass Prize Draw",1299837600000,0,841735,1374221,"past"
"pwndqypfbtb","The London Developer Sessions - Let's talk about Concurrency",1300213800000,0,841735,1461646,"past"
"16662623","Amazon Web Services Tech Summit for Developers and Architects",1300363200000,0,841735,1531258,"past"
"kjphnypfbwb","Andrew Dodson from Microsoft on IE 9",1300390200000,0,163876,1404354,"past"
"16953733","Improving your programming skills - Introduction to TDD",1300730400000,0,841735,1551946,"past"
"16079171","Building on Selenium",1300906800000,0,1508003,713623,"past"
"16701804","Modern Java Concurrency",1300991400000,0,841735,1040306,"past"
"16913936","Drupal Beer and Chat for March 2011",1301335200000,3600000,1521989,,"past"
"16794231","OSGI: Let's Get Started",1301419800000,3600000,841735,1040306,"past"
